,rho,Joh,U,TE,NE,Jtot,aMHD,Paux,Nalf,Jbs,q,TI,Nd+t,Jext,jdj,TN,Nz,Jnoh,Nath,Dn,Cn,Jnb,Nb,XiNC,shif,Jrf,Naff,He,del,Jbsa,Zeff,Xi,k,Plin,Pdte,Pex,Peic,Psyn,Pdt,Pnbe,PeEX,Prad,Pdti,Pix,Pneu,Pbrm,Poh,Pibm,PiEX,x,EQFF,rqst,bFa%,Fp,Torq,ptot,bth%,Anrm,EQPF,rst1,bnb%,xq,WkHz,pNB,dRdh
115,2.043,0.2351,0.07867,5.525,10.85,0.3771,0.3959,0.04427,0.1547,0.1046,1.839,5.369,9.444,0.03742,0.517,4.728,0.2303,0.1421,0.1539,0.1656,0,0.03742,0.008774,0.1243,0.07421,6.627e-07,0.0008418,0.552,0.18,0.002019,1.625,1.104,1.531,0.02697,0.02042,0.001259,0.02065,0.004787,0.02311,0.03422,0.03548,0.05456,0.002797,0,-0.01527,0.0228,0.0007509,0.008799,0.008799,0.7575,0.1254,0.1082,0.008805,0.7458,0.005591,0.1851,1.604,0.8169,0.233,3.618,0.03302,0.7608,0.7067,0.003713,0.4553
116,2.061,0.2283,0.07858,5.413,10.84,0.3686,0.4015,0.05447,0.1518,0.1038,1.87,5.269,9.437,0.03649,0.5052,4.636,0.23,0.1403,0.151,0.1674,0,0.03649,0.00859,0.1275,0.07216,4.61e-07,0.0007732,0.5581,0.1801,0.001883,1.624,1.116,1.535,0.02733,0.01921,0.01155,0.01948,0.004684,0.02169,0.03427,0.04582,0.05451,0.002578,0,-0.01602,0.0225,0.000733,0.008641,0.008641,0.764,0.1198,0.1112,0.008051,0.7542,0.005571,0.1812,1.571,0.8229,0.2303,3.741,0.03216,0.7673,0.6944,0.003616,0.4569
117,2.078,0.2219,0.07849,5.305,10.82,0.361,0.4092,0.095,0.1489,0.1036,1.902,5.171,9.429,0.03552,0.4948,4.546,0.2297,0.1391,0.1482,0.1693,0,0.03552,0.0084,0.1308,0.07011,3.197e-07,0.0007101,0.5642,0.1802,0.00176,1.623,1.128,1.539,0.02768,0.01806,0.05224,0.01834,0.004583,0.02034,0.03429,0.08652,0.05446,0.002375,0,-0.01681,0.02219,0.0007178,0.008475,0.008475,0.7706,0.1145,0.1144,0.00736,0.7626,0.005544,0.1773,1.538,0.8287,0.2287,3.868,0.03129,0.7739,0.6822,0.003519,0.4587
118,2.096,0.2155,0.0784,5.197,10.8,0.3543,0.42,0.1607,0.1461,0.1043,1.935,5.075,9.421,0.03451,0.4857,4.459,0.2293,0.1388,0.1454,0.1711,0,0.03451,0.008204,0.1343,0.06805,2.211e-07,0.0006517,0.5704,0.1802,0.001651,1.622,1.141,1.543,0.02804,0.01697,0.1182,0.01709,0.004483,0.01906,0.03425,0.1524,0.05441,0.002187,0,-0.01761,0.02189,0.0007041,0.008302,0.008302,0.7772,0.1084,0.118,0.006725,0.7708,0.005511,0.1735,1.506,0.8345,0.2286,4.0,0.03041,0.7804,0.6702,0.00342,0.4606
119,2.114,0.209,0.07831,5.091,10.78,0.3478,0.432,0.1782,0.1433,0.1053,1.969,4.98,9.411,0.03346,0.4767,4.373,0.2289,0.1387,0.1427,0.173,0,0.03346,0.008003,0.1379,0.06599,1.525e-07,0.0005976,0.5766,0.1803,0.001549,1.622,1.153,1.547,0.0284,0.01594,0.1359,0.0155,0.004384,0.01786,0.03417,0.17,0.05437,0.002012,0,-0.01845,0.02158,0.0006904,0.008122,0.008122,0.7837,0.102,0.1218,0.006138,0.779,0.005471,0.1698,1.474,0.8403,0.229,4.141,0.02952,0.787,0.6584,0.00332,0.4625
120,2.131,0.2023,0.07822,4.984,10.76,0.3402,0.442,0.1226,0.1406,0.1055,2.003,4.888,9.401,0.03239,0.4664,4.289,0.2286,0.1379,0.1401,0.1749,0,0.03239,0.007798,0.1416,0.06392,1.049e-07,0.0005475,0.5829,0.1805,0.001447,1.621,1.166,1.552,0.02877,0.01496,0.08061,0.01349,0.004284,0.01672,0.03404,0.1146,0.05433,0.001849,0,-0.01931,0.02127,0.0006767,0.007937,0.007937,0.7903,0.09678,0.1255,0.005597,0.7872,0.005425,0.1661,1.443,0.846,0.2281,4.288,0.02863,0.7936,0.6468,0.003219,0.4646
121,2.149,0.197,0.07809,4.878,10.74,0.3334,0.4499,0.06672,0.138,0.1051,2.039,4.798,9.389,0.03131,0.4571,4.207,0.2282,0.1364,0.1375,0.1768,0,0.03131,0.007594,0.1454,0.06185,7.202e-08,0.0005013,0.5892,0.1806,0.001345,1.62,1.178,1.556,0.02915,0.01403,0.02507,0.01123,0.004185,0.01565,0.0339,0.05897,0.05429,0.001698,0,-0.02019,0.02096,0.0006618,0.007751,0.007751,0.7968,0.09214,0.1291,0.005101,0.7952,0.005378,0.1624,1.412,0.8517,0.226,4.449,0.02774,0.8001,0.6353,0.003119,0.4668
122,2.167,0.1913,0.07797,4.774,10.72,0.326,0.4573,0.04546,0.1355,0.1044,2.075,4.71,9.376,0.03022,0.4468,4.127,0.2277,0.1346,0.135,0.1787,0,0.03022,0.007393,0.1493,0.05977,4.932e-08,0.0004589,0.5956,0.1811,0.001249,1.619,1.191,1.561,0.02953,0.01316,0.004155,0.008871,0.004088,0.01464,0.03374,0.03789,0.05426,0.001559,0,-0.02112,0.02065,0.0006454,0.007567,0.007567,0.8034,0.08711,0.1327,0.004647,0.8032,0.005329,0.1588,1.381,0.8573,0.2237,4.621,0.02688,0.8067,0.6241,0.003022,0.4691
123,2.184,0.1849,0.07788,4.673,10.7,0.3178,0.465,0.04131,0.133,0.1038,2.113,4.623,9.362,0.02913,0.4356,4.049,0.2273,0.1329,0.1326,0.1806,0,0.02913,0.007194,0.1534,0.05768,3.37e-08,0.0004199,0.602,0.1964,0.001159,1.618,1.204,1.566,0.0299,0.01234,0.0003723,0.006482,0.003993,0.0137,0.03355,0.03393,0.05423,0.001431,0,-0.02207,0.02033,0.0006295,0.007382,0.007382,0.81,0.08208,0.1364,0.004232,0.8111,0.005278,0.1553,1.351,0.8629,0.2215,4.792,0.02602,0.8132,0.613,0.002926,0.4716
124,2.202,0.1808,0.07779,4.575,10.67,0.3121,0.4731,0.04055,0.1306,0.1032,2.151,4.539,9.347,0.02802,0.4278,3.973,0.2268,0.1312,0.1302,0.1826,0,0.02802,0.006994,0.1575,0.05557,2.297e-08,0.0003842,0.6085,0.2085,0.001076,1.618,1.217,1.571,0.03027,0.01156,1.822e-05,0.004065,0.0039,0.0128,0.03334,0.03336,0.05419,0.001312,0,-0.02307,0.02002,0.0006175,0.007195,0.007195,0.8165,0.07857,0.1403,0.003854,0.8189,0.005224,0.1518,1.321,0.8685,0.2195,4.982,0.02518,0.8198,0.6021,0.002831,0.4742
125,2.22,0.175,0.0777,4.479,10.64,0.3046,0.4818,0.04009,0.1282,0.1027,2.191,4.456,9.33,0.02691,0.4176,3.898,0.2263,0.1296,0.1279,0.1845,0,0.02691,0.006791,0.1619,0.05343,1.56e-08,0.0003515,0.6151,0.209,0.0009981,1.617,1.23,1.576,0.03064,0.01082,5.082e-07,0.001611,0.003809,0.01196,0.03308,0.03308,0.05415,0.001203,0,-0.02412,0.01971,0.0006032,0.007004,0.007004,0.8231,0.07407,0.1443,0.003509,0.8267,0.005164,0.1484,1.292,0.874,0.2175,5.183,0.02433,0.8263,0.5915,0.002736,0.477
126,2.237,0.1693,0.07761,4.385,10.61,0.2975,0.491,0.03962,0.1259,0.1023,2.232,4.375,9.311,0.0258,0.4078,3.824,0.2257,0.1281,0.1256,0.1865,0,0.0258,0.006591,0.1665,0.05129,1.059e-08,0.0003215,0.6217,0.2095,0.0009252,1.616,1.243,1.581,0.03099,0.01013,2.031e-08,-0.000887,0.00372,0.01118,0.0328,0.0328,0.05411,0.001103,0,-0.02523,0.0194,0.0005902,0.006814,0.006814,0.8296,0.07008,0.1484,0.003194,0.8343,0.005103,0.1451,1.264,0.8795,0.2156,5.386,0.0235,0.8329,0.581,0.002642,0.4799
127,2.255,0.1656,0.07748,4.294,10.58,0.2923,0.5008,0.03916,0.1237,0.102,2.275,4.296,9.291,0.02471,0.4007,3.752,0.2251,0.1267,0.1234,0.1885,0,0.02471,0.006398,0.1713,0.04914,7.174e-09,0.000294,0.6283,0.2142,0.0008568,1.616,1.257,1.586,0.03135,0.009482,8.776e-09,-0.003441,0.003632,0.01044,0.03253,0.03253,0.05407,0.001011,0,-0.02642,0.01909,0.0005774,0.00663,0.00663,0.8362,0.06629,0.1526,0.002908,0.8419,0.005043,0.1418,1.236,0.8849,0.2137,5.608,0.0227,0.8395,0.5708,0.002552,0.483
128,2.273,0.1608,0.07736,4.205,10.55,0.2862,0.5113,0.03874,0.1215,0.1018,2.319,4.219,9.27,0.02366,0.3923,3.682,0.2245,0.1254,0.1213,0.1905,0,0.02366,0.006217,0.1762,0.047,4.856e-09,0.0002689,0.635,0.2375,0.0007944,1.615,1.27,1.592,0.03169,0.008871,5.896e-09,-0.006062,0.003547,0.009746,0.03228,0.03228,0.05401,0.0009265,0,-0.02771,0.01877,0.0005649,0.006457,0.006457,0.8427,0.06234,0.157,0.002647,0.8494,0.004986,0.1386,1.208,0.8903,0.2122,5.839,0.02195,0.846,0.5607,0.002468,0.4863
129,2.29,0.1572,0.07724,4.118,10.51,0.2814,0.5225,0.03831,0.1194,0.1016,2.364,4.143,9.246,0.02264,0.3857,3.612,0.2239,0.1242,0.1191,0.1925,0,0.02264,0.006041,0.1813,0.04486,3.284e-09,0.000246,0.6418,0.2475,0.0007373,1.614,1.284,1.597,0.03203,0.008297,3.987e-09,-0.008761,0.003462,0.009098,0.03202,0.03202,0.05395,0.0008487,0,-0.02913,0.01846,0.000555,0.006288,0.006288,0.8493,0.0593,0.1615,0.00241,0.8568,0.004929,0.1355,1.181,0.8956,0.2109,6.091,0.02123,0.8526,0.5509,0.002387,0.4898
130,2.308,0.1527,0.07712,4.032,10.48,0.2758,0.5345,0.03785,0.1173,0.1015,2.411,4.069,9.221,0.02162,0.3781,3.544,0.2232,0.1231,0.1171,0.1946,0,0.02162,0.005866,0.1867,0.04271,2.219e-09,0.0002249,0.6486,0.2483,0.0006852,1.613,1.297,1.603,0.03236,0.007758,2.695e-09,-0.01155,0.003379,0.008491,0.03173,0.03173,0.05388,0.0007772,0,-0.03072,0.01814,0.0005435,0.006118,0.006118,0.8559,0.05525,0.1662,0.002194,0.8642,0.004865,0.1324,1.155,0.9008,0.21,6.362,0.02051,0.8591,0.5413,0.002307,0.4935
131,2.326,0.1484,0.077,3.949,10.44,0.2705,0.5473,0.0373,0.1153,0.1015,2.459,3.998,9.194,0.02059,0.3708,3.476,0.2224,0.1221,0.1151,0.1966,0,0.02059,0.005686,0.1923,0.04058,1.499e-09,0.0002057,0.6554,0.2492,0.0006367,1.613,1.311,1.609,0.03268,0.007249,1.82e-09,-0.01445,0.003298,0.00792,0.03136,0.03136,0.0538,0.0007114,0,-0.03254,0.01783,0.0005336,0.005941,0.005941,0.8624,0.05181,0.1711,0.001997,0.8714,0.004791,0.1294,1.129,0.9061,0.2092,6.645,0.01979,0.8657,0.5319,0.002226,0.4975
132,2.343,0.1455,0.07684,3.868,10.4,0.2667,0.5611,0.03669,0.1133,0.1016,2.51,3.928,9.165,0.01956,0.3656,3.408,0.2216,0.1212,0.1132,0.1987,0,0.01956,0.005502,0.1981,0.03844,1.012e-09,0.000188,0.6623,0.2579,0.0005917,1.612,1.325,1.616,0.03298,0.006771,1.229e-09,-0.01747,0.003218,0.007384,0.03093,0.03093,0.05371,0.0006509,0,-0.03467,0.01751,0.0005221,0.005758,0.005758,0.869,0.04766,0.1761,0.001817,0.8786,0.004708,0.1264,1.103,0.9112,0.2085,6.959,0.01907,0.8723,0.5228,0.002144,0.5017
133,2.361,0.141,0.07672,3.788,10.35,0.2613,0.5759,0.03601,0.1114,0.1018,2.562,3.859,9.133,0.01853,0.3582,3.34,0.2208,0.1203,0.1113,0.2008,0,0.01853,0.005315,0.2042,0.03631,6.838e-10,0.0001718,0.6693,0.2758,0.0005499,1.612,1.339,1.622,0.03328,0.006321,8.302e-10,-0.02062,0.003139,0.006882,0.03044,0.03044,0.05361,0.0005952,0,-0.03723,0.01719,0.0005144,0.005571,0.005571,0.8755,0.04495,0.1812,0.001653,0.8856,0.004616,0.1234,1.078,0.9163,0.208,7.294,0.01834,0.8788,0.5139,0.002062,0.5062
134,2.379,0.1382,0.07657,3.71,10.31,0.2578,0.5918,0.03528,0.1096,0.1021,2.616,3.793,9.099,0.01752,0.3534,3.272,0.2199,0.1196,0.1094,0.2029,0,0.01752,0.005126,0.2105,0.03419,4.619e-10,0.000157,0.6763,0.2791,0.0005117,1.611,1.353,1.629,0.03356,0.005898,5.608e-10,-0.02392,0.003061,0.00641,0.0299,0.0299,0.05349,0.0005441,0,-0.04036,0.01687,0.0005048,0.005381,0.005381,0.8821,0.04126,0.1866,0.001503,0.8926,0.004515,0.1205,1.053,0.9213,0.2078,7.667,0.01761,0.8854,0.5052,0.00198,0.511
135,2.397,0.1345,0.07642,3.634,10.26,0.2535,0.609,0.03446,0.1078,0.1024,2.673,3.728,9.063,0.01652,0.3475,3.202,0.2189,0.119,0.1076,0.205,0,0.01652,0.004932,0.2172,0.03208,3.123e-10,0.0001434,0.6834,0.2801,0.0004769,1.61,1.367,1.636,0.03383,0.005501,3.791e-10,-0.02739,0.002985,0.005968,0.02927,0.02927,0.05335,0.000497,0,-0.04427,0.01654,0.0004979,0.005184,0.005184,0.8887,0.03847,0.1921,0.001367,0.8995,0.004402,0.1177,1.028,0.9263,0.2079,8.076,0.01687,0.8919,0.4968,0.001897,0.5161
136,2.414,0.1308,0.07623,3.559,10.2,0.2493,0.6276,0.03353,0.106,0.1029,2.732,3.665,9.024,0.01552,0.3417,3.13,0.2179,0.1184,0.1059,0.2071,0,0.01552,0.00473,0.2242,0.02997,2.112e-10,0.0001309,0.6905,0.2812,0.0004452,1.61,1.381,1.643,0.03408,0.005126,2.565e-10,-0.03105,0.002909,0.005552,0.02855,0.02855,0.0532,0.0004537,0,-0.04925,0.01621,0.0004903,0.004977,0.004977,0.8952,0.03527,0.1978,0.001242,0.9063,0.004275,0.1149,1.004,0.9312,0.2083,8.521,0.01611,0.8985,0.4887,0.001812,0.5216
137,2.432,0.1288,0.07602,3.486,10.15,0.2468,0.6478,0.03246,0.1043,0.1035,2.795,3.603,8.983,0.01452,0.3383,3.056,0.2169,0.118,0.1042,0.2093,0,0.01452,0.004515,0.2316,0.02788,1.431e-10,0.0001195,0.6977,0.2823,0.0004155,1.609,1.395,1.651,0.03431,0.004772,1.737e-10,-0.0349,0.002834,0.005161,0.0277,0.0277,0.05303,0.0004137,0,-0.05569,0.01588,0.0004821,0.004756,0.004756,0.9018,0.03178,0.2037,0.001128,0.9129,0.004128,0.1121,0.9804,0.9361,0.2088,9.047,0.01532,0.905,0.4808,0.001723,0.5275
138,2.45,0.1244,0.07581,3.414,10.09,0.2421,0.6698,0.03127,0.1027,0.1042,2.86,3.544,8.938,0.01352,0.3319,2.977,0.2157,0.1177,0.1026,0.2115,0,0.01352,0.004292,0.2395,0.02579,9.704e-11,0.000109,0.7049,0.2835,0.0003878,1.609,1.41,1.659,0.03453,0.004439,1.178e-10,-0.03898,0.002761,0.004793,0.02674,0.02674,0.05283,0.0003769,0,-0.06413,0.01554,0.0004742,0.004524,0.004524,0.9083,0.02824,0.2098,0.001024,0.9195,0.003966,0.1093,0.9569,0.9409,0.2095,9.635,0.01451,0.9116,0.4732,0.001631,0.534
139,2.467,0.1226,0.07553,3.343,10.03,0.2402,0.694,0.02997,0.1011,0.105,2.93,3.486,8.89,0.01253,0.3292,2.893,0.2145,0.1175,0.101,0.2136,0,0.01253,0.004061,0.2478,0.02372,6.594e-11,9.932e-05,0.7122,0.285,0.000362,1.608,1.424,1.667,0.03472,0.004125,8.005e-11,-0.04329,0.002688,0.004447,0.02569,0.02569,0.05261,0.0003431,0,-0.07534,0.0152,0.0004672,0.004283,0.004283,0.9149,0.02506,0.2161,0.0009293,0.926,0.003788,0.1066,0.9336,0.9456,0.2105,10.25,0.01367,0.9182,0.4659,0.001538,0.541
140,2.485,0.1201,0.07523,3.273,9.963,0.2376,0.7205,0.02857,0.09949,0.106,3.003,3.43,8.839,0.01155,0.3257,2.802,0.2132,0.1175,0.0994,0.2158,0,0.01155,0.003824,0.2567,0.02167,4.491e-11,9.046e-05,0.7195,0.2976,0.0003388,1.608,1.439,1.675,0.03489,0.00383,5.452e-11,-0.04786,0.002615,0.004122,0.02454,0.02454,0.05236,0.000312,0,-0.09043,0.01485,0.0004611,0.004035,0.004035,0.9214,0.02205,0.2226,0.0008425,0.9324,0.003597,0.1039,0.9107,0.9502,0.2119,11.05,0.01283,0.9247,0.4589,0.001443,0.5486
141,2.503,0.1169,0.07489,3.205,9.893,0.2346,0.75,0.02705,0.09798,0.1071,3.081,3.376,8.785,0.01058,0.3216,2.701,0.2119,0.1177,0.09789,0.2181,0,0.01058,0.003577,0.2665,0.01963,3.066e-11,8.233e-05,0.7269,0.317,0.000318,1.607,1.454,1.684,0.03504,0.003552,3.723e-11,-0.0527,0.002544,0.003816,0.02327,0.02327,0.05209,0.0002833,0,-0.1111,0.0145,0.0004565,0.003777,0.003777,0.928,0.01939,0.2295,0.0007631,0.9386,0.003388,0.1013,0.888,0.9548,0.2137,12.2,0.01196,0.9313,0.4522,0.001345,0.557
142,2.52,0.1143,0.07449,3.138,9.82,0.2322,0.7833,0.02536,0.09651,0.1084,3.167,3.323,8.726,0.009585,0.3183,2.587,0.2104,0.1179,0.09643,0.2203,0,0.009585,0.003317,0.2772,0.01761,2.1e-11,7.483e-05,0.7343,0.3193,0.0002994,1.607,1.469,1.694,0.03516,0.003288,2.55e-11,-0.05782,0.002473,0.003528,0.02185,0.02185,0.05178,0.0002569,0,-0.1401,0.01415,0.0004487,0.003502,0.003502,0.9346,0.01511,0.2367,0.0006904,0.9448,0.003157,0.09866,0.8656,0.9593,0.216,12.81,0.01106,0.9378,0.4459,0.001243,0.5667
143,2.538,0.1114,0.0741,3.072,9.742,0.2299,0.8208,0.02347,0.09508,0.11,3.257,3.273,8.664,0.00857,0.3152,2.452,0.2089,0.1185,0.09501,0.2225,0,0.00857,0.003038,0.2884,0.01561,1.444e-11,6.792e-05,0.7418,0.3214,0.000282,1.606,1.484,1.704,0.03524,0.003039,1.753e-11,-0.06323,0.002403,0.003255,0.02026,0.02026,0.05143,0.0002325,0,-0.1828,0.01379,0.0004474,0.003209,0.003209,0.9411,0.01322,0.2446,0.0006237,0.9508,0.002898,0.09605,0.8435,0.9637,0.2189,13.69,0.0101,0.9444,0.4399,0.001135,0.5768
144,2.556,0.1083,0.07361,3.008,9.66,0.2698,1.196,0.02141,0.09369,0.154,3.352,3.224,8.597,0.00754,0.3699,2.283,0.2072,0.1615,0.09362,0.2248,0,0.00754,0.002746,0.3,0.01364,9.97e-12,6.155e-05,0.7493,0.324,0.0003524,1.605,1.499,1.715,0.0353,0.002803,1.211e-11,-0.06896,0.002333,0.002997,0.01851,0.01851,0.05105,0.00021,0,-0.2503,0.01342,0.00052,0.0029,0.0029,0.9477,-0.02306,0.3522,0.0005625,0.9567,0.002617,0.09346,0.8215,0.968,0.3039,18.17,0.009099,0.951,0.4343,0.001023,0.5878
145,2.573,0.106,0.07306,2.921,9.537,0.3647,2.067,0.01921,0.09232,0.2522,3.477,3.157,8.496,0.006497,0.5,2.058,0.2047,0.2587,0.09227,0.2271,0,0.006497,0.002441,0.3152,0.01163,6.893e-12,5.376e-05,0.7569,0.3486,0.0004956,1.603,1.514,1.726,0.0353,0.002505,8.369e-12,-0.07617,0.002238,0.002673,0.01663,0.01663,0.05043,0.0001823,0,-0.3581,0.01289,0.0006967,0.002578,0.002578,0.9542,-0.09954,0.5963,0.0004881,0.9624,0.002314,0.08995,0.7913,0.9723,0.4962,14.07,0.008068,0.9575,0.4307,0.0009072,0.602
146,2.591,0.1017,0.07257,2.789,9.32,0.8001,6.191,0.01688,0.08998,0.6929,3.573,3.046,8.316,0.00545,1.097,1.747,0.2003,0.6984,0.08994,0.03364,0,0.00545,0.002128,0.3229,0.009626,4.799e-12,4.309e-05,0.1682,0.3751,0.001057,1.598,0.1682,1.739,0.03513,0.002077,5.826e-12,-0.08472,0.00209,0.002208,0.01463,0.01463,0.04924,0.0001444,0,-0.5411,0.01202,0.001501,0.002246,0.002246,0.9608,-0.4792,1.781,0.0003872,0.968,0.001994,0.08436,0.7428,0.9765,1.411,4.545,0.007013,0.9641,0.4314,0.0007886,0.6063
147,2.609,0.08861,0.0723,2.483,8.642,0.7769,6.182,0.01444,0.08092,0.6839,3.604,2.631,7.746,0.004435,1.065,1.354,0.1864,0.6883,0.0809,0.03398,0,0.004435,0.001806,0.3075,0.007646,3.372e-12,2.031e-05,0.1699,0.3979,0.0005524,1.588,0.1699,1.753,0.03139,0.001043,4.094e-12,-0.05333,0.00173,0.001105,0.01253,0.01253,0.04288,6.467e-05,0,-0.6635,0.009752,0.001451,0.001906,0.001906,0.9674,-0.4745,1.874,0.0001778,0.9735,0.001667,0.06875,0.6053,0.9805,1.385,2.944,0.00594,0.9706,0.3805,0.000668,0.5671
148,2.626,0.07596,0.07175,2.145,7.882,0.7558,6.178,0.01183,0.07148,0.6763,3.624,2.2,7.097,0.003461,1.036,0.9557,0.1706,0.6798,0.07147,0.03432,0,0.003461,0.00147,0.2862,0.005627,2.359e-12,8.174e-06,0.1716,0.4067,0.0002453,1.574,0.1716,1.767,0.0265,0.0004544,2.864e-12,-0.02487,0.001367,0.0004815,0.01028,0.01028,0.03539,2.441e-05,0,-0.8626,0.007526,0.001401,0.001551,0.001551,0.9739,-0.4735,2.017,6.923e-05,0.979,0.001334,0.05344,0.4704,0.9845,1.366,10.14,0.004825,0.9772,0.3269,0.0005426,0.5203
149,2.644,0.06217,0.07098,1.759,6.997,0.7304,6.258,0.008978,0.06131,0.6657,3.692,1.739,6.326,0.002532,1.001,0.6357,0.1519,0.6682,0.0613,0.03466,0,0.002532,0.001111,0.2645,0.003591,1.647e-12,2.623e-06,0.1733,0.4104,8.615e-05,1.557,0.1733,1.781,0.02103,0.0001628,2e-12,0.000623,0.0009971,0.0001736,0.007806,0.007806,0.02736,7.2e-06,0,-1.023,0.00534,0.001345,0.001171,0.001171,0.9805,-0.4749,2.184,2.125e-05,0.9845,0.0009956,0.0383,0.337,0.9886,1.349,22.49,0.00364,0.9837,0.2691,0.0004093,0.4703
150,2.662,0.04533,0.07034,1.298,5.931,0.6228,5.786,0.00597,0.0501,0.5758,3.842,1.231,5.373,0.001641,0.8537,0.4247,0.1288,0.5775,0.0501,0.03501,0,0.001641,0.0007363,0.241,0.001538,1.149e-12,6.174e-07,0.175,0.4142,2.196e-05,1.544,0.175,1.795,0.01349,4.632e-05,1.395e-12,0.02143,0.000624,4.985e-05,0.005194,0.005194,0.01738,1.523e-06,0,-0.8928,0.003274,0.001147,0.0007765,0.0007765,0.987,-0.4302,2.259,4.68e-06,0.9899,0.0006545,0.02352,0.2068,0.9926,1.193,35.48,0.002411,0.9903,0.2053,0.0002711,0.4107
151,2.68,0.02984,0.06995,0.7867,4.609,0.4371,4.654,0.00293,0.0376,0.4065,4.077,0.7197,4.159,0.0007943,0.5992,0.3035,0.09967,0.4073,0.0376,0.03536,0,0.0007943,0.0003608,0.2048,-0.0004682,8.124e-13,8.944e-08,0.1768,0.4322,3.556e-06,1.544,0.1768,1.819,0.009322,9.582e-06,9.863e-13,0.02999,0.0002927,1.025e-05,0.00255,0.00255,0.01114,1.933e-07,0,-0.404,0.001525,0.0008077,0.0003804,0.0003804,0.9936,-0.3462,2.049,6.098e-07,0.9951,0.0003192,0.01088,0.09559,0.9964,0.9032,1.951,0.001181,0.9969,0.1282,0.0001328,0.3326
152,2.697,0.008557,0.07071,0.2183,3.0,0.2457,4.684,7.107e-13,0.024,0.2371,4.09,0.2183,2.671,5.853e-13,0.3368,0.2184,0.0636,0.2371,0.024,0.0357,0,0.0,0.0,0.1226,-0.002398,5.853e-13,1.303e-06,0.1785,0.4593,0.0,1.4,0.1785,1.848,0.05724,2.939e-12,7.107e-13,0.0,5.228e-05,2.949e-12,0.0,7.107e-13,0.05759,1.701e-14,0,0.08365,0.0002979,0.000474,0.0,0.0,1.0,-0.2708,2.049,0.0,1.0,0.0,0.002012,0.01789,1.0,0.6196,1.951,0.0,1.0,0.0,0.0,0.1834
